"","x"
"18783","ENSG00000250608"
"18784","ENSG00000250616"
"18785","ENSG00000250634"
"18786","ENSG00000250658"
"18787","ENSG00000250669"
"18788","ENSG00000250687"
"18789","ENSG00000250722"
"18790","ENSG00000250731"
"18791","ENSG00000250742"
"18792","ENSG00000250746"
"18793","ENSG00000250763"
"18794","ENSG00000250765"
"18795","ENSG00000250784"
"18796","ENSG00000250786"
"18797","ENSG00000250790"
"18798","ENSG00000250794"
"18799","ENSG00000250802"
"18800","ENSG00000250848"
"18801","ENSG00000250853"
"18802","ENSG00000250859"
"18803","ENSG00000250867"
"18804","ENSG00000250889"
"18805","ENSG00000250892"
"18806","ENSG00000250896"
"18807","ENSG00000250899"
"18808","ENSG00000250903"
"18809","ENSG00000250918"
"18810","ENSG00000250938"
"18811","ENSG00000250940"
"18812","ENSG00000250950"
"18813","ENSG00000250958"
"18814","ENSG00000250959"
"18815","ENSG00000250966"
"18816","ENSG00000250983"
"18817","ENSG00000250988"
"18818","ENSG00000250991"
"18819","ENSG00000250999"
"18820","ENSG00000251000"
"18821","ENSG00000251007"
"18822","ENSG00000251022"
"18823","ENSG00000251023"
"18824","ENSG00000251034"
"18825","ENSG00000251066"
"18826","ENSG00000251070"
"18827","ENSG00000251079"
"18828","ENSG00000251095"
"18829","ENSG00000251102"
"18830","ENSG00000251136"
"18831","ENSG00000251139"
"18832","ENSG00000251141"
"18833","ENSG00000251143"
"18834","ENSG00000251158"
"18835","ENSG00000251160"
"18836","ENSG00000251161"
"18837","ENSG00000251188"
"18838","ENSG00000251192"
"18839","ENSG00000251196"
"18840","ENSG00000251226"
"18841","ENSG00000251247"
"18842","ENSG00000251259"
"18843","ENSG00000251267"
"18844","ENSG00000251287"
"18845","ENSG00000251292"
"18846","ENSG00000251297"
"18847","ENSG00000251307"
"18848","ENSG00000251314"
"18849","ENSG00000251322"
"18850","ENSG00000251330"
"18851","ENSG00000251332"
"18852","ENSG00000251333"
"18853","ENSG00000251348"
"18854","ENSG00000251359"
"18855","ENSG00000251363"
"18856","ENSG00000251364"
"18857","ENSG00000251369"
"18858","ENSG00000251381"
"18859","ENSG00000251390"
"18860","ENSG00000251396"
"18861","ENSG00000251400"
"18862","ENSG00000251402"
"18863","ENSG00000251411"
"18864","ENSG00000251414"
"18865","ENSG00000251417"
"18866","ENSG00000251429"
"18867","ENSG00000251432"
"18868","ENSG00000251442"
"18869","ENSG00000251450"
"18870","ENSG00000251453"
"18871","ENSG00000251455"
"18872","ENSG00000251468"
"18873","ENSG00000251474"
"18874","ENSG00000251485"
"18875","ENSG00000251495"
"18876","ENSG00000251533"
"18877","ENSG00000251535"
"18878","ENSG00000251548"
"18879","ENSG00000251553"
"18880","ENSG00000251562"
"18881","ENSG00000251582"
"18882","ENSG00000251583"
"18883","ENSG00000251593"
"18884","ENSG00000251595"
"18885","ENSG00000251596"
"18886","ENSG00000251602"
"18887","ENSG00000251603"
"18888","ENSG00000251611"
"18889","ENSG00000251615"
"18890","ENSG00000251624"
"18891","ENSG00000251633"
"18892","ENSG00000251634"
"18893","ENSG00000251637"
"18894","ENSG00000251661"
"18895","ENSG00000251664"
"18896","ENSG00000251666"
"18897","ENSG00000251667"
"18898","ENSG00000251668"
"18899","ENSG00000251669"
"18900","ENSG00000251675"
"18901","ENSG00000251679"
"18902","ENSG00000251795"
"18903","ENSG00000251992"
"18904","ENSG00000251994"
"18905","ENSG00000252149"
"18906","ENSG00000252311"
"18907","ENSG00000252335"
"18908","ENSG00000252416"
"18909","ENSG00000252419"
"18910","ENSG00000252447"
"18911","ENSG00000252498"
"18912","ENSG00000252503"
"18913","ENSG00000252516"
"18914","ENSG00000252609"
"18915","ENSG00000252645"
"18916","ENSG00000252754"
"18917","ENSG00000252817"
"18918","ENSG00000252910"
"18919","ENSG00000253051"
"18920","ENSG00000253106"
"18921","ENSG00000253123"
"18922","ENSG00000253125"
"18923","ENSG00000253146"
"18924","ENSG00000253159"
"18925","ENSG00000253161"
"18926","ENSG00000253173"
"18927","ENSG00000253180"
"18928","ENSG00000253183"
"18929","ENSG00000253193"
"18930","ENSG00000253200"
"18931","ENSG00000253203"
"18932","ENSG00000253204"
"18933","ENSG00000253210"
"18934","ENSG00000253213"
"18935","ENSG00000253223"
"18936","ENSG00000253228"
"18937","ENSG00000253250"
"18938","ENSG00000253251"
"18939","ENSG00000253266"
"18940","ENSG00000253276"
"18941","ENSG00000253301"
"18942","ENSG00000253304"
"18943","ENSG00000253305"
"18944","ENSG00000253307"
"18945","ENSG00000253309"
"18946","ENSG00000253313"
"18947","ENSG00000253320"
"18948","ENSG00000253326"
"18949","ENSG00000253330"
"18950","ENSG00000253333"
"18951","ENSG00000253341"
"18952","ENSG00000253352"
"18953","ENSG00000253361"
"18954","ENSG00000253366"
"18955","ENSG00000253368"
"18956","ENSG00000253379"
"18957","ENSG00000253384"
"18958","ENSG00000253389"
"18959","ENSG00000253392"
"18960","ENSG00000253395"
"18961","ENSG00000253404"
"18962","ENSG00000253408"
"18963","ENSG00000253431"
"18964","ENSG00000253476"
"18965","ENSG00000253477"
"18966","ENSG00000253483"
"18967","ENSG00000253485"
"18968","ENSG00000253492"
"18969","ENSG00000253517"
"18970","ENSG00000253522"
"18971","ENSG00000253537"
"18972","ENSG00000253540"
"18973","ENSG00000253541"
"18974","ENSG00000253549"
"18975","ENSG00000253552"
"18976","ENSG00000253559"
"18977","ENSG00000253570"
"18978","ENSG00000253598"
"18979","ENSG00000253606"
"18980","ENSG00000253616"
"18981","ENSG00000253620"
"18982","ENSG00000253626"
"18983","ENSG00000253636"
"18984","ENSG00000253641"
"18985","ENSG00000253669"
"18986","ENSG00000253671"
"18987","ENSG00000253676"
"18988","ENSG00000253677"
"18989","ENSG00000253683"
"18990","ENSG00000253696"
"18991","ENSG00000253704"
"18992","ENSG00000253710"
"18993","ENSG00000253716"
"18994","ENSG00000253719"
"18995","ENSG00000253729"
"18996","ENSG00000253731"
"18997","ENSG00000253738"
"18998","ENSG00000253741"
"18999","ENSG00000253755"
"19000","ENSG00000253764"
"19001","ENSG00000253767"
"19002","ENSG00000253773"
"19003","ENSG00000253775"
"19004","ENSG00000253785"
"19005","ENSG00000253797"
"19006","ENSG00000253816"
"19007","ENSG00000253830"
"19008","ENSG00000253831"
"19009","ENSG00000253833"
"19010","ENSG00000253837"
"19011","ENSG00000253846"
"19012","ENSG00000253854"
"19013","ENSG00000253869"
"19014","ENSG00000253873"
"19015","ENSG00000253878"
"19016","ENSG00000253882"
"19017","ENSG00000253886"
"19018","ENSG00000253893"
"19019","ENSG00000253896"
"19020","ENSG00000253899"
"19021","ENSG00000253900"
"19022","ENSG00000253910"
"19023","ENSG00000253919"
"19024","ENSG00000253921"
"19025","ENSG00000253930"
"19026","ENSG00000253931"
"19027","ENSG00000253944"
"19028","ENSG00000253948"
"19029","ENSG00000253953"
"19030","ENSG00000253954"
"19031","ENSG00000253958"
"19032","ENSG00000253981"
"19033","ENSG00000253982"
"19034","ENSG00000254004"
"19035","ENSG00000254006"
"19036","ENSG00000254013"
"19037","ENSG00000254016"
"19038","ENSG00000254027"
"19039","ENSG00000254035"
"19040","ENSG00000254064"
"19041","ENSG00000254087"
"19042","ENSG00000254093"
"19043","ENSG00000254100"
"19044","ENSG00000254102"
"19045","ENSG00000254109"
"19046","ENSG00000254122"
"19047","ENSG00000254133"
"19048","ENSG00000254162"
"19049","ENSG00000254165"
"19050","ENSG00000254184"
"19051","ENSG00000254185"
"19052","ENSG00000254198"
"19053","ENSG00000254206"
"19054","ENSG00000254211"
"19055","ENSG00000254221"
"19056","ENSG00000254231"
"19057","ENSG00000254244"
"19058","ENSG00000254245"
"19059","ENSG00000254266"
"19060","ENSG00000254270"
"19061","ENSG00000254271"
"19062","ENSG00000254275"
"19063","ENSG00000254276"
"19064","ENSG00000254285"
"19065","ENSG00000254286"
"19066","ENSG00000254331"
"19067","ENSG00000254332"
"19068","ENSG00000254335"
"19069","ENSG00000254338"
"19070","ENSG00000254343"
"19071","ENSG00000254348"
"19072","ENSG00000254353"
"19073","ENSG00000254373"
"19074","ENSG00000254374"
"19075","ENSG00000254389"
"19076","ENSG00000254398"
"19077","ENSG00000254409"
"19078","ENSG00000254414"
"19079","ENSG00000254415"
"19080","ENSG00000254419"
"19081","ENSG00000254428"
"19082","ENSG00000254429"
"19083","ENSG00000254433"
"19084","ENSG00000254449"
"19085","ENSG00000254454"
"19086","ENSG00000254461"
"19087","ENSG00000254468"
"19088","ENSG00000254469"
"19089","ENSG00000254470"
"19090","ENSG00000254473"
"19091","ENSG00000254477"
"19092","ENSG00000254481"
"19093","ENSG00000254489"
"19094","ENSG00000254502"
"19095","ENSG00000254505"
"19096","ENSG00000254507"
"19097","ENSG00000254510"
"19098","ENSG00000254527"
"19099","ENSG00000254531"
"19100","ENSG00000254533"
"19101","ENSG00000254535"
"19102","ENSG00000254539"
"19103","ENSG00000254554"
"19104","ENSG00000254585"
"19105","ENSG00000254593"
"19106","ENSG00000254595"
"19107","ENSG00000254598"
"19108","ENSG00000254610"
"19109","ENSG00000254612"
"19110","ENSG00000254614"
"19111","ENSG00000254615"
"19112","ENSG00000254634"
"19113","ENSG00000254635"
"19114","ENSG00000254667"
"19115","ENSG00000254670"
"19116","ENSG00000254681"
"19117","ENSG00000254682"
"19118","ENSG00000254685"
"19119","ENSG00000254690"
"19120","ENSG00000254700"
"19121","ENSG00000254701"
"19122","ENSG00000254702"
"19123","ENSG00000254703"
"19124","ENSG00000254719"
"19125","ENSG00000254726"
"19126","ENSG00000254731"
"19127","ENSG00000254739"
"19128","ENSG00000254759"
"19129","ENSG00000254783"
"19130","ENSG00000254810"
"19131","ENSG00000254812"
"19132","ENSG00000254815"
"19133","ENSG00000254827"
"19134","ENSG00000254837"
"19135","ENSG00000254838"
"19136","ENSG00000254842"
"19137","ENSG00000254851"
"19138","ENSG00000254852"
"19139","ENSG00000254855"
"19140","ENSG00000254858"
"19141","ENSG00000254859"
"19142","ENSG00000254860"
"19143","ENSG00000254876"
"19144","ENSG00000254893"
"19145","ENSG00000254901"
"19146","ENSG00000254909"
"19147","ENSG00000254910"
"19148","ENSG00000254912"
"19149","ENSG00000254918"
"19150","ENSG00000254941"
"19151","ENSG00000254944"
"19152","ENSG00000254966"
"19153","ENSG00000254973"
"19154","ENSG00000254978"
"19155","ENSG00000254986"
"19156","ENSG00000254995"
"19157","ENSG00000254996"
"19158","ENSG00000254999"
"19159","ENSG00000255026"
"19160","ENSG00000255031"
"19161","ENSG00000255035"
"19162","ENSG00000255038"
"19163","ENSG00000255046"
"19164","ENSG00000255052"
"19165","ENSG00000255062"
"19166","ENSG00000255085"
"19167","ENSG00000255098"
"19168","ENSG00000255103"
"19169","ENSG00000255112"
"19170","ENSG00000255120"
"19171","ENSG00000255121"
"19172","ENSG00000255122"
"19173","ENSG00000255129"
"19174","ENSG00000255133"
"19175","ENSG00000255135"
"19176","ENSG00000255139"
"19177","ENSG00000255142"
"19178","ENSG00000255145"
"19179","ENSG00000255148"
"19180","ENSG00000255150"
"19181","ENSG00000255153"
"19182","ENSG00000255154"
"19183","ENSG00000255176"
"19184","ENSG00000255182"
"19185","ENSG00000255185"
"19186","ENSG00000255197"
"19187","ENSG00000255198"
"19188","ENSG00000255200"
"19189","ENSG00000255201"
"19190","ENSG00000255202"
"19191","ENSG00000255213"
"19192","ENSG00000255220"
"19193","ENSG00000255224"
"19194","ENSG00000255229"
"19195","ENSG00000255237"
"19196","ENSG00000255240"
"19197","ENSG00000255248"
"19198","ENSG00000255250"
"19199","ENSG00000255277"
"19200","ENSG00000255284"
"19201","ENSG00000255302"
"19202","ENSG00000255306"
"19203","ENSG00000255310"
"19204","ENSG00000255318"
"19205","ENSG00000255319"
"19206","ENSG00000255320"
"19207","ENSG00000255326"
"19208","ENSG00000255346"
"19209","ENSG00000255362"
"19210","ENSG00000255366"
"19211","ENSG00000255367"
"19212","ENSG00000255387"
"19213","ENSG00000255389"
"19214","ENSG00000255397"
"19215","ENSG00000255398"
"19216","ENSG00000255408"
"19217","ENSG00000255423"
"19218","ENSG00000255455"
"19219","ENSG00000255458"
"19220","ENSG00000255468"
"19221","ENSG00000255495"
"19222","ENSG00000255500"
"19223","ENSG00000255507"
"19224","ENSG00000255508"
"19225","ENSG00000255517"
"19226","ENSG00000255524"
"19227","ENSG00000255529"
"19228","ENSG00000255549"
"19229","ENSG00000255559"
"19230","ENSG00000255561"
"19231","ENSG00000255568"
"19232","ENSG00000255585"
"19233","ENSG00000255621"
"19234","ENSG00000255622"
"19235","ENSG00000255624"
"19236","ENSG00000255642"
"19237","ENSG00000255650"
"19238","ENSG00000255652"
"19239","ENSG00000255710"
"19240","ENSG00000255717"
"19241","ENSG00000255725"
"19242","ENSG00000255735"
"19243","ENSG00000255741"
"19244","ENSG00000255748"
"19245","ENSG00000255769"
"19246","ENSG00000255794"
"19247","ENSG00000255819"
"19248","ENSG00000255823"
"19249","ENSG00000255836"
"19250","ENSG00000255837"
"19251","ENSG00000255843"
"19252","ENSG00000255857"
"19253","ENSG00000255867"
"19254","ENSG00000255874"
"19255","ENSG00000255875"
"19256","ENSG00000255883"
"19257","ENSG00000255896"
"19258","ENSG00000255909"
"19259","ENSG00000255920"
"19260","ENSG00000255959"
"19261","ENSG00000255960"
"19262","ENSG00000255966"
"19263","ENSG00000255967"
"19264","ENSG00000255989"
"19265","ENSG00000255992"
"19266","ENSG00000255993"
"19267","ENSG00000256001"
"19268","ENSG00000256030"
"19269","ENSG00000256043"
"19270","ENSG00000256053"
"19271","ENSG00000256060"
"19272","ENSG00000256061"
"19273","ENSG00000256073"
"19274","ENSG00000256087"
"19275","ENSG00000256091"
"19276","ENSG00000256092"
"19277","ENSG00000256139"
"19278","ENSG00000256143"
"19279","ENSG00000256164"
"19280","ENSG00000256167"
"19281","ENSG00000256185"
"19282","ENSG00000256210"
"19283","ENSG00000256211"
"19284","ENSG00000256223"
"19285","ENSG00000256229"
"19286","ENSG00000256234"
"19287","ENSG00000256238"
"19288","ENSG00000256248"
"19289","ENSG00000256249"
"19290","ENSG00000256262"
"19291","ENSG00000256263"
"19292","ENSG00000256268"
"19293","ENSG00000256269"
"19294","ENSG00000256282"
"19295","ENSG00000256283"
"19296","ENSG00000256293"
"19297","ENSG00000256294"
"19298","ENSG00000256304"
"19299","ENSG00000256338"
"19300","ENSG00000256340"
"19301","ENSG00000256356"
"19302","ENSG00000256360"
"19303","ENSG00000256377"
"19304","ENSG00000256383"
"19305","ENSG00000256385"
"19306","ENSG00000256392"
"19307","ENSG00000256393"
"19308","ENSG00000256433"
"19309","ENSG00000256436"
"19310","ENSG00000256443"
"19311","ENSG00000256464"
"19312","ENSG00000256525"
"19313","ENSG00000256533"
"19314","ENSG00000256538"
"19315","ENSG00000256540"
"19316","ENSG00000256542"
"19317","ENSG00000256552"
"19318","ENSG00000256576"
"19319","ENSG00000256589"
"19320","ENSG00000256594"
"19321","ENSG00000256596"
"19322","ENSG00000256604"
"19323","ENSG00000256616"
"19324","ENSG00000256625"
"19325","ENSG00000256628"
"19326","ENSG00000256663"
"19327","ENSG00000256667"
"19328","ENSG00000256671"
"19329","ENSG00000256683"
"19330","ENSG00000256694"
"19331","ENSG00000256712"
"19332","ENSG00000256737"
"19333","ENSG00000256742"
"19334","ENSG00000256745"
"19335","ENSG00000256771"
"19336","ENSG00000256802"
"19337","ENSG00000256813"
"19338","ENSG00000256843"
"19339","ENSG00000256849"
"19340","ENSG00000256872"
"19341","ENSG00000256885"
"19342","ENSG00000256894"
"19343","ENSG00000256897"
"19344","ENSG00000256913"
"19345","ENSG00000256943"
"19346","ENSG00000256967"
"19347","ENSG00000256968"
"19348","ENSG00000256977"
"19349","ENSG00000257017"
"19350","ENSG00000257027"
"19351","ENSG00000257038"
"19352","ENSG00000257042"
"19353","ENSG00000257043"
"19354","ENSG00000257052"
"19355","ENSG00000257074"
"19356","ENSG00000257084"
"19357","ENSG00000257086"
"19358","ENSG00000257088"
"19359","ENSG00000257093"
"19360","ENSG00000257097"
"19361","ENSG00000257103"
"19362","ENSG00000257108"
"19363","ENSG00000257122"
"19364","ENSG00000257135"
"19365","ENSG00000257139"
"19366","ENSG00000257151"
"19367","ENSG00000257167"
"19368","ENSG00000257175"
"19369","ENSG00000257176"
"19370","ENSG00000257179"
"19371","ENSG00000257195"
"19372","ENSG00000257207"
"19373","ENSG00000257218"
"19374","ENSG00000257222"
"19375","ENSG00000257228"
"19376","ENSG00000257242"
"19377","ENSG00000257261"
"19378","ENSG00000257267"
"19379","ENSG00000257270"
"19380","ENSG00000257283"
"19381","ENSG00000257285"
"19382","ENSG00000257298"
"19383","ENSG00000257303"
"19384","ENSG00000257307"
"19385","ENSG00000257315"
"19386","ENSG00000257335"
"19387","ENSG00000257337"
"19388","ENSG00000257350"
"19389","ENSG00000257354"
"19390","ENSG00000257365"
"19391","ENSG00000257366"
"19392","ENSG00000257376"
"19393","ENSG00000257381"
"19394","ENSG00000257391"
"19395","ENSG00000257398"
"19396","ENSG00000257403"
"19397","ENSG00000257405"
"19398","ENSG00000257410"
"19399","ENSG00000257433"
"19400","ENSG00000257446"
"19401","ENSG00000257488"
"19402","ENSG00000257489"
"19403","ENSG00000257496"
"19404","ENSG00000257497"
"19405","ENSG00000257511"
"19406","ENSG00000257513"
"19407","ENSG00000257527"
"19408","ENSG00000257542"
"19409","ENSG00000257556"
"19410","ENSG00000257557"
"19411","ENSG00000257563"
"19412","ENSG00000257564"
"19413","ENSG00000257573"
"19414","ENSG00000257576"
"19415","ENSG00000257591"
"19416","ENSG00000257594"
"19417","ENSG00000257596"
"19418","ENSG00000257605"
"19419","ENSG00000257611"
"19420","ENSG00000257616"
"19421","ENSG00000257621"
"19422","ENSG00000257624"
"19423","ENSG00000257647"
"19424","ENSG00000257671"
"19425","ENSG00000257674"
"19426","ENSG00000257675"
"19427","ENSG00000257698"
"19428","ENSG00000257702"
"19429","ENSG00000257704"
"19430","ENSG00000257718"
"19431","ENSG00000257727"
"19432","ENSG00000257732"
"19433","ENSG00000257740"
"19434","ENSG00000257742"
"19435","ENSG00000257759"
"19436","ENSG00000257773"
"19437","ENSG00000257790"
"19438","ENSG00000257800"
"19439","ENSG00000257815"
"19440","ENSG00000257829"
"19441","ENSG00000257838"
"19442","ENSG00000257846"
"19443","ENSG00000257851"
"19444","ENSG00000257859"
"19445","ENSG00000257884"
"19446","ENSG00000257894"
"19447","ENSG00000257900"
"19448","ENSG00000257907"
"19449","ENSG00000257913"
"19450","ENSG00000257923"
"19451","ENSG00000257950"
"19452","ENSG00000257951"
"19453","ENSG00000257989"
"19454","ENSG00000258011"
"19455","ENSG00000258012"
"19456","ENSG00000258016"
"19457","ENSG00000258021"
"19458","ENSG00000258033"
"19459","ENSG00000258053"
"19460","ENSG00000258056"
"19461","ENSG00000258057"
"19462","ENSG00000258072"
"19463","ENSG00000258090"
"19464","ENSG00000258096"
"19465","ENSG00000258099"
"19466","ENSG00000258128"
"19467","ENSG00000258130"
"19468","ENSG00000258136"
"19469","ENSG00000258150"
"19470","ENSG00000258153"
"19471","ENSG00000258154"
"19472","ENSG00000258199"
"19473","ENSG00000258204"
"19474","ENSG00000258227"
"19475","ENSG00000258274"
"19476","ENSG00000258282"
"19477","ENSG00000258289"
"19478","ENSG00000258297"
"19479","ENSG00000258301"
"19480","ENSG00000258302"
"19481","ENSG00000258311"
"19482","ENSG00000258315"
"19483","ENSG00000258317"
"19484","ENSG00000258354"
"19485","ENSG00000258357"
"19486","ENSG00000258359"
"19487","ENSG00000258366"
"19488","ENSG00000258376"
"19489","ENSG00000258384"
"19490","ENSG00000258388"
"19491","ENSG00000258389"
"19492","ENSG00000258405"
"19493","ENSG00000258424"
"19494","ENSG00000258427"
"19495","ENSG00000258429"
"19496","ENSG00000258434"
"19497","ENSG00000258441"
"19498","ENSG00000258445"
"19499","ENSG00000258457"
"19500","ENSG00000258461"
"19501","ENSG00000258469"
"19502","ENSG00000258472"
"19503","ENSG00000258477"
"19504","ENSG00000258484"
"19505","ENSG00000258488"
"19506","ENSG00000258499"
"19507","ENSG00000258514"
"19508","ENSG00000258515"
"19509","ENSG00000258559"
"19510","ENSG00000258568"
"19511","ENSG00000258571"
"19512","ENSG00000258581"
"19513","ENSG00000258590"
"19514","ENSG00000258593"
"19515","ENSG00000258602"
"19516","ENSG00000258608"
"19517","ENSG00000258617"
"19518","ENSG00000258623"
"19519","ENSG00000258626"
"19520","ENSG00000258628"
"19521","ENSG00000258634"
"19522","ENSG00000258636"
"19523","ENSG00000258642"
"19524","ENSG00000258643"
"19525","ENSG00000258645"
"19526","ENSG00000258646"
"19527","ENSG00000258655"
"19528","ENSG00000258660"
"19529","ENSG00000258661"
"19530","ENSG00000258667"
"19531","ENSG00000258670"
"19532","ENSG00000258682"
"19533","ENSG00000258684"
"19534","ENSG00000258686"
"19535","ENSG00000258697"
"19536","ENSG00000258701"
"19537","ENSG00000258704"
"19538","ENSG00000258707"
"19539","ENSG00000258708"
"19540","ENSG00000258711"
"19541","ENSG00000258712"
"19542","ENSG00000258727"
"19543","ENSG00000258732"
"19544","ENSG00000258734"
"19545","ENSG00000258738"
"19546","ENSG00000258741"
"19547","ENSG00000258742"
"19548","ENSG00000258744"
"19549","ENSG00000258755"
"19550","ENSG00000258759"
"19551","ENSG00000258768"
"19552","ENSG00000258780"
"19553","ENSG00000258787"
"19554","ENSG00000258789"
"19555","ENSG00000258790"
"19556","ENSG00000258794"
"19557","ENSG00000258811"
"19558","ENSG00000258815"
"19559","ENSG00000258824"
"19560","ENSG00000258834"
"19561","ENSG00000258839"
"19562","ENSG00000258890"
"19563","ENSG00000258895"
"19564","ENSG00000258900"
"19565","ENSG00000258903"
"19566","ENSG00000258911"
"19567","ENSG00000258920"
"19568","ENSG00000258929"
"19569","ENSG00000258938"
"19570","ENSG00000258940"
"19571","ENSG00000258943"
"19572","ENSG00000258947"
"19573","ENSG00000258949"
"19574","ENSG00000258951"
"19575","ENSG00000258952"
"19576","ENSG00000258953"
"19577","ENSG00000258985"
"19578","ENSG00000258986"
"19579","ENSG00000258988"
"19580","ENSG00000259000"
"19581","ENSG00000259002"
"19582","ENSG00000259010"
"19583","ENSG00000259020"
"19584","ENSG00000259022"
"19585","ENSG00000259030"
"19586","ENSG00000259031"
"19587","ENSG00000259032"
"19588","ENSG00000259034"
"19589","ENSG00000259051"
"19590","ENSG00000259063"
"19591","ENSG00000259065"
"19592","ENSG00000259071"
"19593","ENSG00000259075"
"19594","ENSG00000259079"
"19595","ENSG00000259086"
"19596","ENSG00000259088"
"19597","ENSG00000259096"
"19598","ENSG00000259100"
"19599","ENSG00000259116"
"19600","ENSG00000259120"
"19601","ENSG00000259128"
"19602","ENSG00000259137"
"19603","ENSG00000259139"
"19604","ENSG00000259143"
"19605","ENSG00000259144"
"19606","ENSG00000259146"
"19607","ENSG00000259153"
"19608","ENSG00000259169"
"19609","ENSG00000259172"
"19610","ENSG00000259174"
"19611","ENSG00000259205"
"19612","ENSG00000259207"
"19613","ENSG00000259212"
"19614","ENSG00000259216"
"19615","ENSG00000259224"
"19616","ENSG00000259236"
"19617","ENSG00000259243"
"19618","ENSG00000259248"
"19619","ENSG00000259250"
"19620","ENSG00000259251"
"19621","ENSG00000259255"
"19622","ENSG00000259285"
"19623","ENSG00000259287"
"19624","ENSG00000259291"
"19625","ENSG00000259295"
"19626","ENSG00000259298"
"19627","ENSG00000259299"
"19628","ENSG00000259318"
"19629","ENSG00000259319"
"19630","ENSG00000259321"
"19631","ENSG00000259322"
"19632","ENSG00000259326"
"19633","ENSG00000259328"
"19634","ENSG00000259330"
"19635","ENSG00000259340"
"19636","ENSG00000259343"
"19637","ENSG00000259345"
"19638","ENSG00000259349"
"19639","ENSG00000259354"
"19640","ENSG00000259363"
"19641","ENSG00000259366"
"19642","ENSG00000259388"
"19643","ENSG00000259397"
"19644","ENSG00000259401"
"19645","ENSG00000259404"
"19646","ENSG00000259408"
"19647","ENSG00000259414"
"19648","ENSG00000259417"
"19649","ENSG00000259426"
"19650","ENSG00000259429"
"19651","ENSG00000259430"
"19652","ENSG00000259431"
"19653","ENSG00000259439"
"19654","ENSG00000259445"
"19655","ENSG00000259446"
"19656","ENSG00000259456"
"19657","ENSG00000259459"
"19658","ENSG00000259472"
"19659","ENSG00000259479"
"19660","ENSG00000259480"
"19661","ENSG00000259484"
"19662","ENSG00000259493"
"19663","ENSG00000259494"
"19664","ENSG00000259495"
"19665","ENSG00000259498"
"19666","ENSG00000259509"
"19667","ENSG00000259511"
"19668","ENSG00000259515"
"19669","ENSG00000259516"
"19670","ENSG00000259520"
"19671","ENSG00000259523"
"19672","ENSG00000259526"
"19673","ENSG00000259529"
"19674","ENSG00000259531"
"19675","ENSG00000259538"
"19676","ENSG00000259541"
"19677","ENSG00000259562"
"19678","ENSG00000259570"
"19679","ENSG00000259577"
"19680","ENSG00000259581"
"19681","ENSG00000259582"
"19682","ENSG00000259583"
"19683","ENSG00000259584"
"19684","ENSG00000259585"
"19685","ENSG00000259592"
"19686","ENSG00000259599"
"19687","ENSG00000259605"
"19688","ENSG00000259606"
"19689","ENSG00000259612"
"19690","ENSG00000259613"
"19691","ENSG00000259623"
"19692","ENSG00000259635"
"19693","ENSG00000259642"
"19694","ENSG00000259652"
"19695","ENSG00000259657"
"19696","ENSG00000259658"
"19697","ENSG00000259659"
"19698","ENSG00000259660"
"19699","ENSG00000259668"
"19700","ENSG00000259673"
"19701","ENSG00000259683"
"19702","ENSG00000259684"
"19703","ENSG00000259687"
"19704","ENSG00000259689"
"19705","ENSG00000259692"
"19706","ENSG00000259694"
"19707","ENSG00000259696"
"19708","ENSG00000259706"
"19709","ENSG00000259709"
"19710","ENSG00000259715"
"19711","ENSG00000259717"
"19712","ENSG00000259723"
"19713","ENSG00000259726"
"19714","ENSG00000259727"
"19715","ENSG00000259728"
"19716","ENSG00000259746"
"19717","ENSG00000259752"
"19718","ENSG00000259758"
"19719","ENSG00000259768"
"19720","ENSG00000259774"
"19721","ENSG00000259775"
"19722","ENSG00000259781"
"19723","ENSG00000259790"
"19724","ENSG00000259792"
"19725","ENSG00000259796"
"19726","ENSG00000259802"
"19727","ENSG00000259804"
"19728","ENSG00000259806"
"19729","ENSG00000259807"
"19730","ENSG00000259820"
"19731","ENSG00000259826"
"19732","ENSG00000259834"
"19733","ENSG00000259838"
"19734","ENSG00000259845"
"19735","ENSG00000259856"
"19736","ENSG00000259863"
"19737","ENSG00000259865"
"19738","ENSG00000259869"
"19739","ENSG00000259877"
"19740","ENSG00000259886"
"19741","ENSG00000259887"
"19742","ENSG00000259891"
"19743","ENSG00000259901"
"19744","ENSG00000259910"
"19745","ENSG00000259915"
"19746","ENSG00000259917"
"19747","ENSG00000259918"
"19748","ENSG00000259920"
"19749","ENSG00000259924"
"19750","ENSG00000259940"
"19751","ENSG00000259942"
"19752","ENSG00000259943"
"19753","ENSG00000259953"
"19754","ENSG00000259959"
"19755","ENSG00000259969"
"19756","ENSG00000259972"
"19757","ENSG00000259976"
"19758","ENSG00000259984"
"19759","ENSG00000259985"
"19760","ENSG00000259993"
"19761","ENSG00000259994"
"19762","ENSG00000260000"
"19763","ENSG00000260001"
"19764","ENSG00000260005"
"19765","ENSG00000260006"
"19766","ENSG00000260013"
"19767","ENSG00000260018"
"19768","ENSG00000260022"
"19769","ENSG00000260023"
"19770","ENSG00000260025"
"19771","ENSG00000260027"
"19772","ENSG00000260032"
"19773","ENSG00000260034"
"19774","ENSG00000260035"
"19775","ENSG00000260036"
"19776","ENSG00000260051"
"19777","ENSG00000260053"
"19778","ENSG00000260054"
"19779","ENSG00000260063"
"19780","ENSG00000260065"
"19781","ENSG00000260075"
