"","x"
"6195","ENSG00000135365"
"6196","ENSG00000135372"
"6197","ENSG00000135373"
"6198","ENSG00000135378"
"6199","ENSG00000135387"
"6200","ENSG00000135390"
"6201","ENSG00000135392"
"6202","ENSG00000135404"
"6203","ENSG00000135406"
"6204","ENSG00000135407"
"6205","ENSG00000135409"
"6206","ENSG00000135414"
"6207","ENSG00000135423"
"6208","ENSG00000135424"
"6209","ENSG00000135436"
"6210","ENSG00000135437"
"6211","ENSG00000135439"
"6212","ENSG00000135441"
"6213","ENSG00000135446"
"6214","ENSG00000135447"
"6215","ENSG00000135451"
"6216","ENSG00000135452"
"6217","ENSG00000135454"
"6218","ENSG00000135457"
"6219","ENSG00000135469"
"6220","ENSG00000135472"
"6221","ENSG00000135473"
"6222","ENSG00000135476"
"6223","ENSG00000135477"
"6224","ENSG00000135480"
"6225","ENSG00000135482"
"6226","ENSG00000135486"
"6227","ENSG00000135502"
"6228","ENSG00000135503"
"6229","ENSG00000135506"
"6230","ENSG00000135519"
"6231","ENSG00000135521"
"6232","ENSG00000135525"
"6233","ENSG00000135535"
"6234","ENSG00000135537"
"6235","ENSG00000135540"
"6236","ENSG00000135541"
"6237","ENSG00000135547"
"6238","ENSG00000135549"
"6239","ENSG00000135587"
"6240","ENSG00000135596"
"6241","ENSG00000135597"
"6242","ENSG00000135604"
"6243","ENSG00000135605"
"6244","ENSG00000135617"
"6245","ENSG00000135622"
"6246","ENSG00000135624"
"6247","ENSG00000135631"
"6248","ENSG00000135632"
"6249","ENSG00000135636"
"6250","ENSG00000135637"
"6251","ENSG00000135638"
"6252","ENSG00000135643"
"6253","ENSG00000135655"
"6254","ENSG00000135677"
"6255","ENSG00000135678"
"6256","ENSG00000135679"
"6257","ENSG00000135686"
"6258","ENSG00000135698"
"6259","ENSG00000135709"
"6260","ENSG00000135720"
"6261","ENSG00000135722"
"6262","ENSG00000135723"
"6263","ENSG00000135736"
"6264","ENSG00000135740"
"6265","ENSG00000135744"
"6266","ENSG00000135747"
"6267","ENSG00000135749"
"6268","ENSG00000135750"
"6269","ENSG00000135763"
"6270","ENSG00000135766"
"6271","ENSG00000135773"
"6272","ENSG00000135775"
"6273","ENSG00000135776"
"6274","ENSG00000135778"
"6275","ENSG00000135801"
"6276","ENSG00000135821"
"6277","ENSG00000135823"
"6278","ENSG00000135828"
"6279","ENSG00000135829"
"6280","ENSG00000135835"
"6281","ENSG00000135837"
"6282","ENSG00000135838"
"6283","ENSG00000135842"
"6284","ENSG00000135845"
"6285","ENSG00000135847"
"6286","ENSG00000135862"
"6287","ENSG00000135870"
"6288","ENSG00000135899"
"6289","ENSG00000135900"
"6290","ENSG00000135905"
"6291","ENSG00000135912"
"6292","ENSG00000135913"
"6293","ENSG00000135914"
"6294","ENSG00000135916"
"6295","ENSG00000135919"
"6296","ENSG00000135924"
"6297","ENSG00000135925"
"6298","ENSG00000135926"
"6299","ENSG00000135929"
"6300","ENSG00000135930"
"6301","ENSG00000135931"
"6302","ENSG00000135932"
"6303","ENSG00000135940"
"6304","ENSG00000135945"
"6305","ENSG00000135951"
"6306","ENSG00000135953"
"6307","ENSG00000135956"
"6308","ENSG00000135966"
"6309","ENSG00000135968"
"6310","ENSG00000135972"
"6311","ENSG00000135974"
"6312","ENSG00000135976"
"6313","ENSG00000135999"
"6314","ENSG00000136002"
"6315","ENSG00000136003"
"6316","ENSG00000136010"
"6317","ENSG00000136014"
"6318","ENSG00000136021"
"6319","ENSG00000136026"
"6320","ENSG00000136040"
"6321","ENSG00000136044"
"6322","ENSG00000136045"
"6323","ENSG00000136048"
"6324","ENSG00000136051"
"6325","ENSG00000136052"
"6326","ENSG00000136059"
"6327","ENSG00000136068"
"6328","ENSG00000136098"
"6329","ENSG00000136100"
"6330","ENSG00000136104"
"6331","ENSG00000136108"
"6332","ENSG00000136111"
"6333","ENSG00000136114"
"6334","ENSG00000136122"
"6335","ENSG00000136141"
"6336","ENSG00000136143"
"6337","ENSG00000136144"
"6338","ENSG00000136146"
"6339","ENSG00000136147"
"6340","ENSG00000136149"
"6341","ENSG00000136152"
"6342","ENSG00000136153"
"6343","ENSG00000136156"
"6344","ENSG00000136158"
"6345","ENSG00000136159"
"6346","ENSG00000136160"
"6347","ENSG00000136161"
"6348","ENSG00000136167"
"6349","ENSG00000136169"
"6350","ENSG00000136193"
"6351","ENSG00000136197"
"6352","ENSG00000136205"
"6353","ENSG00000136206"
"6354","ENSG00000136213"
"6355","ENSG00000136235"
"6356","ENSG00000136237"
"6357","ENSG00000136238"
"6358","ENSG00000136240"
"6359","ENSG00000136243"
"6360","ENSG00000136244"
"6361","ENSG00000136247"
"6362","ENSG00000136250"
"6363","ENSG00000136261"
"6364","ENSG00000136270"
"6365","ENSG00000136271"
"6366","ENSG00000136273"
"6367","ENSG00000136274"
"6368","ENSG00000136279"
"6369","ENSG00000136280"
"6370","ENSG00000136286"
"6371","ENSG00000136295"
"6372","ENSG00000136319"
"6373","ENSG00000136327"
"6374","ENSG00000136367"
"6375","ENSG00000136371"
"6376","ENSG00000136378"
"6377","ENSG00000136379"
"6378","ENSG00000136381"
"6379","ENSG00000136383"
"6380","ENSG00000136404"
"6381","ENSG00000136425"
"6382","ENSG00000136436"
"6383","ENSG00000136444"
"6384","ENSG00000136448"
"6385","ENSG00000136449"
"6386","ENSG00000136450"
"6387","ENSG00000136451"
"6388","ENSG00000136457"
"6389","ENSG00000136463"
"6390","ENSG00000136478"
"6391","ENSG00000136485"
"6392","ENSG00000136490"
"6393","ENSG00000136492"
"6394","ENSG00000136504"
"6395","ENSG00000136518"
"6396","ENSG00000136521"
"6397","ENSG00000136522"
"6398","ENSG00000136527"
"6399","ENSG00000136536"
"6400","ENSG00000136542"
"6401","ENSG00000136560"
"6402","ENSG00000136603"
"6403","ENSG00000136628"
"6404","ENSG00000136630"
"6405","ENSG00000136631"
"6406","ENSG00000136634"
"6407","ENSG00000136636"
"6408","ENSG00000136643"
"6409","ENSG00000136653"
"6410","ENSG00000136682"
"6411","ENSG00000136689"
"6412","ENSG00000136695"
"6413","ENSG00000136699"
"6414","ENSG00000136709"
"6415","ENSG00000136710"
"6416","ENSG00000136715"
"6417","ENSG00000136717"
"6418","ENSG00000136718"
"6419","ENSG00000136720"
"6420","ENSG00000136731"
"6421","ENSG00000136732"
"6422","ENSG00000136738"
"6423","ENSG00000136754"
"6424","ENSG00000136758"
"6425","ENSG00000136770"
"6426","ENSG00000136783"
"6427","ENSG00000136802"
"6428","ENSG00000136805"
"6429","ENSG00000136807"
"6430","ENSG00000136810"
"6431","ENSG00000136811"
"6432","ENSG00000136813"
"6433","ENSG00000136816"
"6434","ENSG00000136819"
"6435","ENSG00000136824"
"6436","ENSG00000136826"
"6437","ENSG00000136827"
"6438","ENSG00000136828"
"6439","ENSG00000136830"
"6440","ENSG00000136840"
"6441","ENSG00000136842"
"6442","ENSG00000136848"
"6443","ENSG00000136854"
"6444","ENSG00000136856"
"6445","ENSG00000136859"
"6446","ENSG00000136861"
"6447","ENSG00000136866"
"6448","ENSG00000136867"
"6449","ENSG00000136868"
"6450","ENSG00000136869"
"6451","ENSG00000136870"
"6452","ENSG00000136872"
"6453","ENSG00000136874"
"6454","ENSG00000136875"
"6455","ENSG00000136877"
"6456","ENSG00000136878"
"6457","ENSG00000136883"
"6458","ENSG00000136888"
"6459","ENSG00000136891"
"6460","ENSG00000136895"
"6461","ENSG00000136897"
"6462","ENSG00000136908"
"6463","ENSG00000136925"
"6464","ENSG00000136928"
"6465","ENSG00000136930"
"6466","ENSG00000136932"
"6467","ENSG00000136933"
"6468","ENSG00000136935"
"6469","ENSG00000136936"
"6470","ENSG00000136937"
"6471","ENSG00000136938"
"6472","ENSG00000136940"
"6473","ENSG00000136942"
"6474","ENSG00000136943"
"6475","ENSG00000136944"
"6476","ENSG00000136950"
"6477","ENSG00000136960"
"6478","ENSG00000136982"
"6479","ENSG00000136986"
"6480","ENSG00000136997"
"6481","ENSG00000136999"
"6482","ENSG00000137033"
"6483","ENSG00000137038"
"6484","ENSG00000137040"
"6485","ENSG00000137054"
"6486","ENSG00000137055"
"6487","ENSG00000137070"
"6488","ENSG00000137073"
"6489","ENSG00000137074"
"6490","ENSG00000137075"
"6491","ENSG00000137076"
"6492","ENSG00000137090"
"6493","ENSG00000137094"
"6494","ENSG00000137098"
"6495","ENSG00000137100"
"6496","ENSG00000137101"
"6497","ENSG00000137103"
"6498","ENSG00000137106"
"6499","ENSG00000137124"
"6500","ENSG00000137133"
"6501","ENSG00000137135"
"6502","ENSG00000137142"
"6503","ENSG00000137145"
"6504","ENSG00000137154"
"6505","ENSG00000137161"
"6506","ENSG00000137166"
"6507","ENSG00000137168"
"6508","ENSG00000137171"
"6509","ENSG00000137177"
"6510","ENSG00000137185"
"6511","ENSG00000137193"
"6512","ENSG00000137198"
"6513","ENSG00000137200"
"6514","ENSG00000137203"
"6515","ENSG00000137207"
"6516","ENSG00000137210"
"6517","ENSG00000137216"
"6518","ENSG00000137218"
"6519","ENSG00000137221"
"6520","ENSG00000137261"
"6521","ENSG00000137265"
"6522","ENSG00000137266"
"6523","ENSG00000137267"
"6524","ENSG00000137269"
"6525","ENSG00000137273"
"6526","ENSG00000137274"
"6527","ENSG00000137275"
"6528","ENSG00000137285"
"6529","ENSG00000137288"
"6530","ENSG00000137309"
"6531","ENSG00000137310"
"6532","ENSG00000137312"
"6533","ENSG00000137331"
"6534","ENSG00000137337"
"6535","ENSG00000137338"
"6536","ENSG00000137343"
"6537","ENSG00000137364"
"6538","ENSG00000137393"
"6539","ENSG00000137404"
"6540","ENSG00000137409"
"6541","ENSG00000137411"
"6542","ENSG00000137413"
"6543","ENSG00000137414"
"6544","ENSG00000137434"
"6545","ENSG00000137449"
"6546","ENSG00000137460"
"6547","ENSG00000137462"
"6548","ENSG00000137463"
"6549","ENSG00000137473"
"6550","ENSG00000137474"
"6551","ENSG00000137478"
"6552","ENSG00000137486"
"6553","ENSG00000137491"
"6554","ENSG00000137492"
"6555","ENSG00000137494"
"6556","ENSG00000137496"
"6557","ENSG00000137497"
"6558","ENSG00000137500"
"6559","ENSG00000137501"
"6560","ENSG00000137502"
"6561","ENSG00000137504"
"6562","ENSG00000137507"
"6563","ENSG00000137509"
"6564","ENSG00000137513"
"6565","ENSG00000137522"
"6566","ENSG00000137547"
"6567","ENSG00000137558"
"6568","ENSG00000137561"
"6569","ENSG00000137563"
"6570","ENSG00000137571"
"6571","ENSG00000137573"
"6572","ENSG00000137574"
"6573","ENSG00000137575"
"6574","ENSG00000137601"
"6575","ENSG00000137628"
"6576","ENSG00000137642"
"6577","ENSG00000137656"
"6578","ENSG00000137672"
"6579","ENSG00000137673"
"6580","ENSG00000137691"
"6581","ENSG00000137692"
"6582","ENSG00000137693"
"6583","ENSG00000137700"
"6584","ENSG00000137709"
"6585","ENSG00000137710"
"6586","ENSG00000137713"
"6587","ENSG00000137714"
"6588","ENSG00000137720"
"6589","ENSG00000137726"
"6590","ENSG00000137727"
"6591","ENSG00000137747"
"6592","ENSG00000137752"
"6593","ENSG00000137760"
"6594","ENSG00000137764"
"6595","ENSG00000137767"
"6596","ENSG00000137770"
"6597","ENSG00000137776"
"6598","ENSG00000137801"
"6599","ENSG00000137802"
"6600","ENSG00000137804"
"6601","ENSG00000137806"
"6602","ENSG00000137807"
"6603","ENSG00000137809"
"6604","ENSG00000137812"
"6605","ENSG00000137814"
"6606","ENSG00000137815"
"6607","ENSG00000137817"
"6608","ENSG00000137818"
"6609","ENSG00000137819"
"6610","ENSG00000137821"
"6611","ENSG00000137822"
"6612","ENSG00000137824"
"6613","ENSG00000137825"
"6614","ENSG00000137831"
"6615","ENSG00000137834"
"6616","ENSG00000137841"
"6617","ENSG00000137842"
"6618","ENSG00000137843"
"6619","ENSG00000137845"
"6620","ENSG00000137857"
"6621","ENSG00000137860"
"6622","ENSG00000137871"
"6623","ENSG00000137872"
"6624","ENSG00000137876"
"6625","ENSG00000137877"
"6626","ENSG00000137880"
"6627","ENSG00000137936"
"6628","ENSG00000137941"
"6629","ENSG00000137942"
"6630","ENSG00000137944"
"6631","ENSG00000137947"
"6632","ENSG00000137955"
"6633","ENSG00000137959"
"6634","ENSG00000137960"
"6635","ENSG00000137962"
"6636","ENSG00000137965"
"6637","ENSG00000137968"
"6638","ENSG00000137970"
"6639","ENSG00000137992"
"6640","ENSG00000137996"
"6641","ENSG00000138002"
"6642","ENSG00000138018"
"6643","ENSG00000138028"
"6644","ENSG00000138029"
"6645","ENSG00000138030"
"6646","ENSG00000138031"
"6647","ENSG00000138032"
"6648","ENSG00000138035"
"6649","ENSG00000138036"
"6650","ENSG00000138041"
"6651","ENSG00000138050"
"6652","ENSG00000138061"
"6653","ENSG00000138069"
"6654","ENSG00000138071"
"6655","ENSG00000138073"
"6656","ENSG00000138074"
"6657","ENSG00000138078"
"6658","ENSG00000138079"
"6659","ENSG00000138080"
"6660","ENSG00000138081"
"6661","ENSG00000138083"
"6662","ENSG00000138085"
"6663","ENSG00000138092"
"6664","ENSG00000138095"
"6665","ENSG00000138101"
"6666","ENSG00000138107"
"6667","ENSG00000138111"
"6668","ENSG00000138115"
"6669","ENSG00000138119"
"6670","ENSG00000138131"
"6671","ENSG00000138134"
"6672","ENSG00000138135"
"6673","ENSG00000138136"
"6674","ENSG00000138138"
"6675","ENSG00000138160"
"6676","ENSG00000138162"
"6677","ENSG00000138166"
"6678","ENSG00000138172"
"6679","ENSG00000138175"
"6680","ENSG00000138180"
"6681","ENSG00000138182"
"6682","ENSG00000138185"
"6683","ENSG00000138190"
"6684","ENSG00000138193"
"6685","ENSG00000138231"
"6686","ENSG00000138246"
"6687","ENSG00000138271"
"6688","ENSG00000138279"
"6689","ENSG00000138286"
"6690","ENSG00000138293"
"6691","ENSG00000138297"
"6692","ENSG00000138303"
"6693","ENSG00000138311"
"6694","ENSG00000138316"
"6695","ENSG00000138326"
"6696","ENSG00000138336"
"6697","ENSG00000138346"
"6698","ENSG00000138347"
"6699","ENSG00000138356"
"6700","ENSG00000138363"
"6701","ENSG00000138375"
"6702","ENSG00000138376"
"6703","ENSG00000138378"
"6704","ENSG00000138379"
"6705","ENSG00000138380"
"6706","ENSG00000138381"
"6707","ENSG00000138382"
"6708","ENSG00000138385"
"6709","ENSG00000138386"
"6710","ENSG00000138398"
"6711","ENSG00000138399"
"6712","ENSG00000138400"
"6713","ENSG00000138411"
"6714","ENSG00000138413"
"6715","ENSG00000138430"
"6716","ENSG00000138433"
"6717","ENSG00000138434"
"6718","ENSG00000138439"
"6719","ENSG00000138442"
"6720","ENSG00000138443"
"6721","ENSG00000138448"
"6722","ENSG00000138449"
"6723","ENSG00000138459"
"6724","ENSG00000138463"
"6725","ENSG00000138468"
"6726","ENSG00000138483"
"6727","ENSG00000138495"
"6728","ENSG00000138496"
"6729","ENSG00000138587"
"6730","ENSG00000138592"
"6731","ENSG00000138593"
"6732","ENSG00000138594"
"6733","ENSG00000138600"
"6734","ENSG00000138604"
"6735","ENSG00000138606"
"6736","ENSG00000138613"
"6737","ENSG00000138614"
"6738","ENSG00000138615"
"6739","ENSG00000138617"
"6740","ENSG00000138621"
"6741","ENSG00000138622"
"6742","ENSG00000138623"
"6743","ENSG00000138629"
"6744","ENSG00000138639"
"6745","ENSG00000138640"
"6746","ENSG00000138641"
"6747","ENSG00000138642"
"6748","ENSG00000138646"
"6749","ENSG00000138650"
"6750","ENSG00000138658"
"6751","ENSG00000138660"
"6752","ENSG00000138663"
"6753","ENSG00000138668"
"6754","ENSG00000138669"
"6755","ENSG00000138670"
"6756","ENSG00000138674"
"6757","ENSG00000138675"
"6758","ENSG00000138678"
"6759","ENSG00000138685"
"6760","ENSG00000138686"
"6761","ENSG00000138688"
"6762","ENSG00000138696"
"6763","ENSG00000138698"
"6764","ENSG00000138709"
"6765","ENSG00000138722"
"6766","ENSG00000138735"
"6767","ENSG00000138738"
"6768","ENSG00000138741"
"6769","ENSG00000138744"
"6770","ENSG00000138750"
"6771","ENSG00000138755"
"6772","ENSG00000138756"
"6773","ENSG00000138757"
"6774","ENSG00000138758"
"6775","ENSG00000138759"
"6776","ENSG00000138760"
"6777","ENSG00000138764"
"6778","ENSG00000138767"
"6779","ENSG00000138768"
"6780","ENSG00000138769"
"6781","ENSG00000138771"
"6782","ENSG00000138772"
"6783","ENSG00000138777"
"6784","ENSG00000138778"
"6785","ENSG00000138780"
"6786","ENSG00000138785"
"6787","ENSG00000138792"
"6788","ENSG00000138794"
"6789","ENSG00000138795"
"6790","ENSG00000138796"
"6791","ENSG00000138798"
"6792","ENSG00000138801"
"6793","ENSG00000138802"
"6794","ENSG00000138814"
"6795","ENSG00000138821"
"6796","ENSG00000138829"
"6797","ENSG00000138834"
"6798","ENSG00000138835"
"6799","ENSG00000138867"
"6800","ENSG00000138942"
"6801","ENSG00000138944"
"6802","ENSG00000138964"
"6803","ENSG00000139044"
"6804","ENSG00000139055"
"6805","ENSG00000139083"
"6806","ENSG00000139112"
"6807","ENSG00000139116"
"6808","ENSG00000139117"
"6809","ENSG00000139131"
"6810","ENSG00000139132"
"6811","ENSG00000139133"
"6812","ENSG00000139144"
"6813","ENSG00000139146"
"6814","ENSG00000139151"
"6815","ENSG00000139154"
"6816","ENSG00000139160"
"6817","ENSG00000139163"
"6818","ENSG00000139168"
"6819","ENSG00000139173"
"6820","ENSG00000139174"
"6821","ENSG00000139178"
"6822","ENSG00000139180"
"6823","ENSG00000139182"
"6824","ENSG00000139187"
"6825","ENSG00000139190"
"6826","ENSG00000139192"
"6827","ENSG00000139193"
"6828","ENSG00000139194"
"6829","ENSG00000139197"
"6830","ENSG00000139200"
"6831","ENSG00000139209"
"6832","ENSG00000139211"
"6833","ENSG00000139218"
"6834","ENSG00000139220"
"6835","ENSG00000139233"
"6836","ENSG00000139239"
"6837","ENSG00000139263"
"6838","ENSG00000139266"
"6839","ENSG00000139269"
"6840","ENSG00000139278"
"6841","ENSG00000139289"
"6842","ENSG00000139291"
"6843","ENSG00000139292"
"6844","ENSG00000139304"
"6845","ENSG00000139318"
"6846","ENSG00000139323"
"6847","ENSG00000139324"
"6848","ENSG00000139329"
"6849","ENSG00000139343"
"6850","ENSG00000139344"
"6851","ENSG00000139350"
"6852","ENSG00000139351"
"6853","ENSG00000139354"
"6854","ENSG00000139364"
"6855","ENSG00000139370"
"6856","ENSG00000139372"
"6857","ENSG00000139405"
"6858","ENSG00000139410"
"6859","ENSG00000139428"
"6860","ENSG00000139433"
"6861","ENSG00000139436"
"6862","ENSG00000139437"
"6863","ENSG00000139438"
"6864","ENSG00000139496"
"6865","ENSG00000139505"
"6866","ENSG00000139508"
"6867","ENSG00000139514"
"6868","ENSG00000139517"
"6869","ENSG00000139531"
"6870","ENSG00000139537"
"6871","ENSG00000139540"
"6872","ENSG00000139546"
"6873","ENSG00000139547"
"6874","ENSG00000139567"
"6875","ENSG00000139572"
"6876","ENSG00000139574"
"6877","ENSG00000139579"
"6878","ENSG00000139597"
"6879","ENSG00000139613"
"6880","ENSG00000139618"
"6881","ENSG00000139620"
"6882","ENSG00000139624"
"6883","ENSG00000139625"
"6884","ENSG00000139626"
"6885","ENSG00000139629"
"6886","ENSG00000139631"
"6887","ENSG00000139636"
"6888","ENSG00000139637"
"6889","ENSG00000139641"
"6890","ENSG00000139644"
"6891","ENSG00000139645"
"6892","ENSG00000139651"
"6893","ENSG00000139668"
"6894","ENSG00000139675"
"6895","ENSG00000139679"
"6896","ENSG00000139684"
"6897","ENSG00000139687"
"6898","ENSG00000139697"
"6899","ENSG00000139714"
"6900","ENSG00000139718"
"6901","ENSG00000139719"
"6902","ENSG00000139722"
"6903","ENSG00000139725"
"6904","ENSG00000139726"
"6905","ENSG00000139734"
"6906","ENSG00000139737"
"6907","ENSG00000139746"
"6908","ENSG00000139793"
"6909","ENSG00000139826"
"6910","ENSG00000139832"
"6911","ENSG00000139835"
"6912","ENSG00000139842"
"6913","ENSG00000139874"
"6914","ENSG00000139880"
"6915","ENSG00000139890"
"6916","ENSG00000139899"
"6917","ENSG00000139908"
"6918","ENSG00000139910"
"6919","ENSG00000139914"
"6920","ENSG00000139921"
"6921","ENSG00000139926"
"6922","ENSG00000139946"
"6923","ENSG00000139970"
"6924","ENSG00000139971"
"6925","ENSG00000139973"
"6926","ENSG00000139974"
"6927","ENSG00000139977"
"6928","ENSG00000139985"
"6929","ENSG00000139988"
"6930","ENSG00000139990"
"6931","ENSG00000139998"
"6932","ENSG00000140006"
"6933","ENSG00000140009"
"6934","ENSG00000140015"
"6935","ENSG00000140022"
"6936","ENSG00000140025"
"6937","ENSG00000140030"
"6938","ENSG00000140043"
"6939","ENSG00000140044"
"6940","ENSG00000140057"
"6941","ENSG00000140092"
"6942","ENSG00000140093"
"6943","ENSG00000140104"
"6944","ENSG00000140105"
"6945","ENSG00000140153"
"6946","ENSG00000140157"
"6947","ENSG00000140181"
"6948","ENSG00000140199"
"6949","ENSG00000140254"
"6950","ENSG00000140259"
"6951","ENSG00000140262"
"6952","ENSG00000140263"
"6953","ENSG00000140264"
"6954","ENSG00000140265"
"6955","ENSG00000140274"
"6956","ENSG00000140279"
"6957","ENSG00000140280"
"6958","ENSG00000140284"
"6959","ENSG00000140285"
"6960","ENSG00000140287"
"6961","ENSG00000140297"
"6962","ENSG00000140299"
"6963","ENSG00000140307"
"6964","ENSG00000140319"
"6965","ENSG00000140320"
"6966","ENSG00000140323"
"6967","ENSG00000140326"
"6968","ENSG00000140332"
"6969","ENSG00000140350"
"6970","ENSG00000140365"
"6971","ENSG00000140367"
"6972","ENSG00000140368"
"6973","ENSG00000140374"
"6974","ENSG00000140379"
"6975","ENSG00000140382"
"6976","ENSG00000140386"
"6977","ENSG00000140391"
"6978","ENSG00000140395"
"6979","ENSG00000140396"
"6980","ENSG00000140398"
"6981","ENSG00000140400"
"6982","ENSG00000140403"
"6983","ENSG00000140406"
"6984","ENSG00000140416"
"6985","ENSG00000140443"
"6986","ENSG00000140450"
"6987","ENSG00000140451"
"6988","ENSG00000140455"
"6989","ENSG00000140463"
"6990","ENSG00000140464"
"6991","ENSG00000140465"
"6992","ENSG00000140470"
"6993","ENSG00000140471"
"6994","ENSG00000140474"
"6995","ENSG00000140479"
"6996","ENSG00000140497"
"6997","ENSG00000140511"
"6998","ENSG00000140519"
"6999","ENSG00000140521"
"7000","ENSG00000140525"
"7001","ENSG00000140526"
"7002","ENSG00000140527"
"7003","ENSG00000140534"
"7004","ENSG00000140543"
"7005","ENSG00000140545"
"7006","ENSG00000140548"
"7007","ENSG00000140553"
"7008","ENSG00000140563"
"7009","ENSG00000140564"
"7010","ENSG00000140575"
"7011","ENSG00000140577"
"7012","ENSG00000140598"
"7013","ENSG00000140612"
"7014","ENSG00000140632"
"7015","ENSG00000140650"
"7016","ENSG00000140675"
"7017","ENSG00000140678"
"7018","ENSG00000140682"
"7019","ENSG00000140688"
"7020","ENSG00000140691"
"7021","ENSG00000140694"
"7022","ENSG00000140718"
"7023","ENSG00000140740"
"7024","ENSG00000140743"
"7025","ENSG00000140749"
"7026","ENSG00000140750"
"7027","ENSG00000140795"
"7028","ENSG00000140807"
"7029","ENSG00000140829"
"7030","ENSG00000140830"
"7031","ENSG00000140832"
"7032","ENSG00000140835"
"7033","ENSG00000140836"
"7034","ENSG00000140839"
"7035","ENSG00000140848"
"7036","ENSG00000140853"
"7037","ENSG00000140854"
"7038","ENSG00000140859"
"7039","ENSG00000140873"
"7040","ENSG00000140876"
"7041","ENSG00000140905"
"7042","ENSG00000140931"
"7043","ENSG00000140937"
"7044","ENSG00000140939"
"7045","ENSG00000140941"
"7046","ENSG00000140943"
"7047","ENSG00000140945"
"7048","ENSG00000140948"
"7049","ENSG00000140950"
"7050","ENSG00000140961"
"7051","ENSG00000140968"
"7052","ENSG00000140983"
"7053","ENSG00000140987"
"7054","ENSG00000140988"
"7055","ENSG00000140990"
"7056","ENSG00000140992"
"7057","ENSG00000140993"
"7058","ENSG00000140995"
"7059","ENSG00000141002"
"7060","ENSG00000141012"
"7061","ENSG00000141013"
"7062","ENSG00000141026"
"7063","ENSG00000141027"
"7064","ENSG00000141028"
"7065","ENSG00000141030"
"7066","ENSG00000141034"
"7067","ENSG00000141040"
"7068","ENSG00000141052"
"7069","ENSG00000141068"
"7070","ENSG00000141076"
"7071","ENSG00000141084"
"7072","ENSG00000141098"
"7073","ENSG00000141101"
"7074","ENSG00000141127"
"7075","ENSG00000141140"
"7076","ENSG00000141141"
"7077","ENSG00000141150"
"7078","ENSG00000141179"
"7079","ENSG00000141198"
"7080","ENSG00000141219"
"7081","ENSG00000141232"
"7082","ENSG00000141252"
"7083","ENSG00000141258"
"7084","ENSG00000141279"
"7085","ENSG00000141293"
"7086","ENSG00000141294"
"7087","ENSG00000141295"
"7088","ENSG00000141298"
"7089","ENSG00000141314"
"7090","ENSG00000141337"
"7091","ENSG00000141338"
"7092","ENSG00000141349"
"7093","ENSG00000141367"
"7094","ENSG00000141376"
"7095","ENSG00000141378"
"7096","ENSG00000141380"
"7097","ENSG00000141384"
"7098","ENSG00000141385"
"7099","ENSG00000141391"
"7100","ENSG00000141401"
"7101","ENSG00000141404"
"7102","ENSG00000141424"
"7103","ENSG00000141425"
"7104","ENSG00000141428"
"7105","ENSG00000141429"
"7106","ENSG00000141431"
"7107","ENSG00000141437"
"7108","ENSG00000141441"
"7109","ENSG00000141446"
"7110","ENSG00000141447"
"7111","ENSG00000141448"
"7112","ENSG00000141449"
"7113","ENSG00000141452"
"7114","ENSG00000141456"
"7115","ENSG00000141458"
"7116","ENSG00000141480"
"7117","ENSG00000141497"
"7118","ENSG00000141499"
"7119","ENSG00000141503"
"7120","ENSG00000141504"
"7121","ENSG00000141505"
"7122","ENSG00000141506"
"7123","ENSG00000141510"
"7124","ENSG00000141519"
"7125","ENSG00000141522"
"7126","ENSG00000141524"
"7127","ENSG00000141526"
"7128","ENSG00000141527"
"7129","ENSG00000141540"
"7130","ENSG00000141542"
"7131","ENSG00000141543"
"7132","ENSG00000141551"
"7133","ENSG00000141552"
"7134","ENSG00000141556"
"7135","ENSG00000141560"
"7136","ENSG00000141562"
"7137","ENSG00000141564"
"7138","ENSG00000141568"
"7139","ENSG00000141569"
"7140","ENSG00000141570"
"7141","ENSG00000141574"
"7142","ENSG00000141576"
"7143","ENSG00000141577"
"7144","ENSG00000141579"
"7145","ENSG00000141580"
"7146","ENSG00000141582"
"7147","ENSG00000141622"
"7148","ENSG00000141627"
"7149","ENSG00000141639"
"7150","ENSG00000141642"
"7151","ENSG00000141644"
"7152","ENSG00000141646"
"7153","ENSG00000141655"
"7154","ENSG00000141664"
"7155","ENSG00000141665"
"7156","ENSG00000141682"
"7157","ENSG00000141696"
"7158","ENSG00000141698"
"7159","ENSG00000141699"
"7160","ENSG00000141720"
"7161","ENSG00000141736"
"7162","ENSG00000141738"
"7163","ENSG00000141741"
"7164","ENSG00000141744"
"7165","ENSG00000141750"
"7166","ENSG00000141753"
"7167","ENSG00000141756"
"7168","ENSG00000141759"
"7169","ENSG00000141837"
"7170","ENSG00000141854"
"7171","ENSG00000141858"
"7172","ENSG00000141867"
"7173","ENSG00000141873"
"7174","ENSG00000141905"
"7175","ENSG00000141933"
"7176","ENSG00000141934"
"7177","ENSG00000141956"
"7178","ENSG00000141959"
"7179","ENSG00000141965"
"7180","ENSG00000141968"
"7181","ENSG00000141971"
"7182","ENSG00000141985"
"7183","ENSG00000141994"
"7184","ENSG00000142002"
"7185","ENSG00000142039"
"7186","ENSG00000142046"
"7187","ENSG00000142065"
"7188","ENSG00000142082"
"7189","ENSG00000142089"
"7190","ENSG00000142102"
"7191","ENSG00000142149"
"7192","ENSG00000142156"
"7193","ENSG00000142166"
